a","b","c","","d","","e"
[,"ar","asmā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"ar","amhā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"ar","ini",".n.",".nt.$.sg.$.loc.","0.99",],
[,"ar","asmiṃ",".n.",".nt.$.sg.$.loc.","0.99",],
[,"ar","amhi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"ar","ā",".n.",".nt.$.pl.$.nom.","0.99",],
[,"ar","āno",".n.",".nt.$.pl.$.nom.","0.99",],
[,"ar","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"ar","āno",".n.",".nt.$.pl.$.voc.","0.3",],
[,"ar","ā",".n.",".nt.$.pl.$.acc.","0.99",],
[,"ar","āno",".n.",".nt.$.pl.$.acc.","0.99",],
[,"ar","ānaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"ar","ānaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"ar","ehi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"ar","āhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"ar","ehi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"ar","āhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"ar","esu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ar","āsu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"a","e",".n.",".m.$.sg.$.nom.","0.99",],
[,"a","ā",".n.",".m.$.sg.$.inst.","0.99",],
[,"a","asā",".n.",".m.$.sg.$.inst.","0.99",],
[,"a","ā",".n.",".m.$.sg.$.dat.","0.99",],
[,"a","āya",".n.",".m.$.sg.$.gen.","0.99",],
[,"a","ā",".n.",".m.$.sg.$.gen.","0.99",],
[,"a","asi",".n.",".m.$.sg.$.loc.","0.99",],
[,"a","e",".n.",".m.$.sg.$.voc.","0.3",],
[,"a","o",".n.",".m.$.sg.$.voc.","0.3",],
[,"a","āse",".n.",".m.$.pl.$.nom.","0.99",],
[,"a","o",".n.",".m.$.pl.$.nom.","0.99",],
[,"a","ān",".n.",".m.$.pl.$.acc.","0.99",],
[,"a","e",".n.",".m.$.pl.$.inst.","0.99",],
[,"a","ato",".n.",".m.$.pl.$.abl.","0.99",],
[,"a","e",".n.",".nt.$.sg.$.nom.","0.99",],
[,"a","ā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"a","asā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"a","ā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"a","asi",".n.",".nt.$.sg.$.loc.","0.99",],
[,"a","ā",".n.",".nt.$.sg.$.voc.","0.3",],
[,"a","aṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"a","āya",".n.",".nt.$.sg.$.gen.","0.99",],
[,"a","ā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"a","o",".n.",".nt.$.pl.$.acc.","0.99",],
[,"a","ato",".n.",".nt.$.pl.$.abl.","0.99",],
[,"ā","ā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ā","āto",".n.",".f.$.sg.$.abl.","0.99",],
[,"ā","a",".n.",".f.$.sg.$.voc.","0.3",],
[,"ā","iyo",".n.",".f.$.pl.$.voc.","0.3",],
[,"i","e",".n.",".m.$.sg.$.dat.","0.99",],
[,"i","ito",".n.",".m.$.sg.$.abl.","0.99",],
[,"i","e",".n.",".m.$.sg.$.gen.","0.99",],
[,"i","ini",".n.",".m.$.sg.$.loc.","0.99",],
[,"i","e",".n.",".m.$.sg.$.loc.","0.99",],
[,"i","o",".n.",".m.$.sg.$.loc.","0.99",],
[,"i","iyo",".n.",".m.$.pl.$.nom.","0.99",],
[,"i","ino",".n.",".m.$.pl.$.nom.","0.99",],
[,"i","iyo",".n.",".m.$.pl.$.acc.","0.99",],
[,"i","ihi",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","ibhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","inaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"i","ihi",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","ibhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","inaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"i","isu",".n.",".m.$.pl.$.loc.","0.99",],
[,"i","iyo",".n.",".m.$.pl.$.voc.","0.3",],
[,"i","ihi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"i","ibhi",".n.",".nt.$.pl.$.inst.","0.99",],
[,"i","ihi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","ibhi",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","inaṃ",".n.",".nt.$.pl.$.gen.","0.99",],
[,"i","inaṃ",".n.",".nt.$.pl.$.dat.","0.99",],
[,"i","isu",".n.",".nt.$.pl.$.loc.","0.99",],
[,"i","iṃ",".n.",".nt.$.sg.$.nom.","0.99",],
[,"i","i",".n.",".nt.$.sg.$.acc.","0.99",],
[,"i","e",".n.",".nt.$.sg.$.dat.","0.99",],
[,"i","ito",".n.",".nt.$.sg.$.abl.","0.99",],
[,"i","e",".n.",".nt.$.sg.$.gen.","0.99",],
[,"i","ini",".n.",".nt.$.sg.$.loc.","0.99",],
[,"i","e",".n.",".nt.$.sg.$.loc.","0.99",],
[,"i","o",".n.",".nt.$.sg.$.loc.","0.99",],
[,"i","iṃ",".n.",".nt.$.sg.$.voc.","0.3",],
[,"i","ī",".n.",".f.$.sg.$.nom.","0.99",],
[,"i","ito",".n.",".f.$.sg.$.abl.","0.99",],
[,"i","myā",".n.",".f.$.sg.$.gen.","0.99",],
[,"i","o",".n.",".f.$.sg.$.loc.","0.99",],
[,"i","āyaṃ",".n.",".f.$.sg.$.loc.","0.99",],
[,"i","u",".n.",".f.$.sg.$.loc.","0.99",],
[,"i","ī",".n.",".f.$.sg.$.voc.","0.3",],
[,"ī","ini",".n.",".m.$.sg.$.loc.","0.99",],
[,"ī","īnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ī","īnaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ī","īsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ī","i",".n.",".m.$.sg.$.nom.","0.99",],
[,"ī","iyo",".n.",".m.$.pl.$.nom.","0.99",],
[,"ī","iye",".n.",".m.$.pl.$.acc.","0.99",],
[,"ī","iyaṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"ī","ito",".n.",".m.$.sg.$.abl.","0.99",],
[,"ī","i",".n.",".f.$.sg.$.nom.","0.99",],
[,"ī","iyaṃ",".n.",".f.$.sg.$.acc.","0.99",],
[,"ī","ito",".n.",".f.$.sg.$.abl.","0.99",],
[,"ī","īto",".n.",".f.$.sg.$.abl.","0.99",],
[,"ī","āyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","āyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","āyo",".n.",".f.$.pl.$.nom.","0.99",],
[,"ī","inaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ī","inaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ī","īyanaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ī","īyanaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ī","iyanaṃ",".n.",".f.$.pl.$.gen.","0.99",],
[,"ī","iyanaṃ",".n.",".f.$.pl.$.dat.","0.99",],
[,"ī","isu",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","ā",".n.",".m.$.sg.$.nom.","0.99",],
[,"ar","ā",".n.",".m.$.sg.$.voc.","0.3",],
[,"ar","a",".n.",".m.$.sg.$.voc.","0.3",],
[,"ar","araṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"ar","āraṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"ar","u",".n.",".m.$.sg.$.dat.","0.99",],
[,"ar","ussa",".n.",".m.$.sg.$.dat.","0.99",],
[,"ar","uno",".n.",".m.$.sg.$.dat.","0.99",],
[,"ar","u",".n.",".m.$.sg.$.gen.","0.99",],
[,"ar","ussa",".n.",".m.$.sg.$.gen.","0.99",],
[,"ar","uno",".n.",".m.$.sg.$.gen.","0.99",],
[,"ar","arā",".n.",".m.$.sg.$.inst.","0.99",],
[,"ar","ara",".n.",".m.$.sg.$.inst.","0.99",],
[,"ar","āra",".n.",".m.$.sg.$.inst.","0.99",],
[,"ar","ārā",".n.",".m.$.sg.$.inst.","0.99",],
[,"ar","unā",".n.",".m.$.sg.$.inst.","0.99",],
[,"ar","arā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ar","ara",".n.",".m.$.sg.$.abl.","0.99",],
[,"ar","āra",".n.",".m.$.sg.$.abl.","0.99",],
[,"ar","ārā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ar","unā",".n.",".m.$.sg.$.abl.","0.99",],
[,"ar","ari",".n.",".m.$.sg.$.loc.","0.99",],
[,"ar","āro",".n.",".m.$.pl.$.nom.","0.99",],
[,"ar","ā",".n.",".m.$.pl.$.nom.","0.99",],
[,"ar","āro",".n.",".m.$.pl.$.voc.","0.3",],
[,"ar","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"ar","āro",".n.",".m.$.pl.$.acc.","0.99",],
[,"ar","āre",".n.",".m.$.pl.$.acc.","0.99",],
[,"ar","ānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ar","ārānaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ar","ūnaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"ar","ānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ar","ārānaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ar","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"ar","ārehi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ar","ārebhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"ar","ārehi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ar","ārebhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"ar","āresu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ar","ūsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"ar","āyo",".n.",".m.$.sg.$.voc.","0.3",],
[,"ar","iyo",".n.",".m.$.sg.$.voc.","0.3",],
[,"an","ane",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","ā",".n.",".m.$.pl.$.voc.","0.3",],
[,"an","ubhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","ūbhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","uhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","ūhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"an","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"an","esu",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","ūsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","usu",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","a",".n.",".nt.$.sg.$.nom.","0.99",],
[,"an","a",".n.",".nt.$.sg.$.acc.","0.99",],
[,"an","anā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"an","unā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"an","no",".n.",".nt.$.sg.$.dat.","0.99",],
[,"an","unā",".n.",".nt.$.sg.$.abl.","0.99",],
[,"an","no",".n.",".nt.$.sg.$.dat.","0.99",],
[,"an","ani",".n.",".nt.$.sg.$.loc.","0.99",],
[,"an","ā",".n.",".nt.$.pl.$.voc.","0.3",],
[,"as","āni",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ā",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.voc.","0.3",],
[,"as","āni",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ā",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.voc.","0.3",],
[,"as","āni",".n.",".m.$.pl.$.nom.","0.99",],
[,"as","ā",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.acc.","0.99",],
[,"as","āni",".n.",".m.$.pl.$.voc.","0.3",],
[,"us","u",".n.",".m.$.sg.$.nom.","0.99",],
[,"us","uṃ",".n.",".m.$.sg.$.nom.","0.99",],
[,"us","u",".n.",".m.$.sg.$.voc.","0.3",],
[,"us","uṃ",".n.",".m.$.sg.$.voc.","0.3",],
[,"us","u",".n.",".m.$.sg.$.acc.","0.99",],
[,"us","uṃ",".n.",".m.$.sg.$.acc.","0.99",],
[,"us","ussa",".n.",".m.$.sg.$.dat.","0.99",],
[,"us","uno",".n.",".m.$.sg.$.dat.","0.99",],
[,"us","ussa",".n.",".m.$.sg.$.gen.","0.99",],
[,"us","uno",".n.",".m.$.sg.$.gen.","0.99",],
[,"us","unā",".n.",".m.$.sg.$.inst.","0.99",],
[,"us","usā",".n.",".m.$.sg.$.inst.","0.99",],
[,"us","unā",".n.",".m.$.sg.$.abl.","0.99",],
[,"us","usā",".n.",".m.$.sg.$.abl.","0.99",],
[,"us","uni",".n.",".m.$.sg.$.loc.","0.99",],
[,"us","usi",".n.",".m.$.sg.$.loc.","0.99",],
[,"us","ū",".n.",".m.$.pl.$.nom.","0.99",],
[,"us","ūni",".n.",".m.$.pl.$.nom.","0.99",],
[,"us","ū",".n.",".m.$.pl.$.voc.","0.3",],
[,"us","ūni",".n.",".m.$.pl.$.voc.","0.3",],
[,"us","ū",".n.",".m.$.pl.$.acc.","0.99",],
[,"us","ūni",".n.",".m.$.pl.$.acc.","0.99",],
[,"us","ūnaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"us","ūsaṃ",".n.",".m.$.pl.$.dat.","0.99",],
[,"us","ūnaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"us","ūsaṃ",".n.",".m.$.pl.$.gen.","0.99",],
[,"us","ūhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"us","ūbhi",".n.",".m.$.pl.$.inst.","0.99",],
[,"us","ūhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"us","ūbhi",".n.",".m.$.pl.$.abl.","0.99",],
[,"us","ūsu",".n.",".m.$.pl.$.loc.","0.99",],
[,"a","assā",".n.",".m.$.sg.$.gen.","0.99",],
[,"a","assā",".n.",".m.$.sg.$.dat.","0.99",],
[,"a","enā",".n.",".m.$.sg.$.inst.","0.99",],
[,"a","amhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"a","ehī",".n.",".m.$.pl.$.inst.","0.99",],
[,"a","ebhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"a","ehī",".n.",".m.$.pl.$.abl.","0.99",],
[,"a","ebhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"a","esū",".n.",".m.$.pl.$.loc.","0.99",],
[,"a","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"a","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"a","enā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"a","amhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"a","ānī",".n.",".nt.$.pl.$.nom.","0.99",],
[,"a","ānī",".n.",".nt.$.pl.$.voc.","0.3",],
[,"a","ānī",".n.",".nt.$.pl.$.acc.","0.99",],
[,"a","ehī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"a","ebhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"a","ehī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"a","ebhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"a","esū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ā","āhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ā","ābhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ā","āhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ā","ābhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ā","āsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"i","issā",".n.",".m.$.sg.$.gen.","0.99",],
[,"i","issā",".n.",".m.$.sg.$.dat.","0.99",],
[,"i","imhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"i","īhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","ībhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","īhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","ībhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","īsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"i","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"i","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"i","imhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"i","īnī",".n.",".nt.$.pl.$.nom.","0.99",],
[,"i","īnī",".n.",".nt.$.pl.$.voc.","0.3",],
[,"i","īnī",".n.",".nt.$.pl.$.acc.","0.99",],
[,"i","īhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"i","ībhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"i","īhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","ībhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"i","īsū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"i","īhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"i","ībhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"i","īhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"i","ībhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"i","īsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"ī","issā",".n.",".m.$.sg.$.gen.","0.99",],
[,"in","issā",".n.",".m.$.sg.$.gen.","0.99",],
[,"ī","issā",".n.",".m.$.sg.$.dat.","0.99",],
[,"in","issā",".n.",".m.$.sg.$.dat.","0.99",],
[,"ī","imhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"in","imhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"ī","īhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ī","ībhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"in","īhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"in","ībhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ī","īhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ī","ībhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"in","īhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"in","ībhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ī","īsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"in","īsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"ī","īhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ī","ībhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ī","īhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ī","ībhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ī","īsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"u","ussā",".n.",".m.$.sg.$.gen.","0.99",],
[,"u","ussā",".n.",".m.$.sg.$.dat.","0.99",],
[,"u","umhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"u","ūhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"u","ūbhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"u","ūhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"u","ūbhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"u","ūsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"u","ussā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"u","ussā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"u","umhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"u","ūnī",".n.",".nt.$.pl.$.nom.","0.99",],
[,"u","ūnī",".n.",".nt.$.pl.$.voc.","0.3",],
[,"u","ūnī",".n.",".nt.$.pl.$.acc.","0.99",],
[,"u","ūhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"u","ūbhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"u","ūhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"u","ūbhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"u","ūsū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"u","ūhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"u","ūbhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"u","ūhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"u","ūbhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"u","ūsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"ū","ussā",".n.",".m.$.sg.$.gen.","0.99",],
[,"ū","ussā",".n.",".m.$.sg.$.dat.","0.99",],
[,"ū","umhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"ū","ūhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ū","ūbhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"ū","ūhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ū","ūbhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"ū","ūsū",".n.",".m.$.pl.$.loc.","0.99",],
[,"ū","ūhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ū","ūbhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ū","ūhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ū","ūbhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ū","ūsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"as","assā",".n.",".m.$.sg.$.gen.","0.99",],
[,"o","assā",".n.",".m.$.sg.$.gen.","0.99",],
[,"as","assā",".n.",".m.$.sg.$.dat.","0.99",],
[,"o","assā",".n.",".m.$.sg.$.dat.","0.99",],
[,"as","enā",".n.",".m.$.sg.$.inst.","0.99",],
[,"o","enā",".n.",".m.$.sg.$.inst.","0.99",],
[,"as","asī",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","amhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","asī",".n.",".m.$.sg.$.loc.","0.99",],
[,"o","amhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"as","ehī",".n.",".m.$.pl.$.inst.","0.99",],
[,"as","ebhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"o","ehī",".n.",".m.$.pl.$.inst.","0.99",],
[,"o","ebhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"as","ehī",".n.",".m.$.pl.$.abl.","0.99",],
[,"as","ebhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"o","ehī",".n.",".m.$.pl.$.abl.","0.99",],
[,"o","ebhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"as","esū",".n.",".m.$.pl.$.loc.","0.99",],
[,"o","esū",".n.",".m.$.pl.$.loc.","0.99",],
[,"as","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"o","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"as","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"o","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"as","enā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"o","enā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"as","asī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","amhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","asī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"o","amhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"as","ehī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"as","ebhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"o","ehī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"o","ebhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"as","ehī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"as","ebhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"o","ehī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"o","ebhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"as","esū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"o","esū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"an","assā",".n.",".m.$.sg.$.gen.","0.99",],
[,"an","assā",".n.",".m.$.sg.$.dat.","0.99",],
[,"an","enā",".n.",".m.$.sg.$.inst.","0.99",],
[,"an","anī",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","amhī",".n.",".m.$.sg.$.loc.","0.99",],
[,"an","anehī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","anebhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"an","anehī",".n.",".m.$.pl.$.abl.","0.99",],
[,"an","anebhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"an","anesū",".n.",".m.$.pl.$.loc.","0.99",],
[,"an","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"an","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"an","enā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"an","amhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"an","ānī",".n.",".nt.$.pl.$.nom.","0.99",],
[,"an","ānī",".n.",".nt.$.pl.$.voc.","0.3",],
[,"an","ānī",".n.",".nt.$.pl.$.acc.","0.99",],
[,"an","ehī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"an","ebhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"an","ehī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"an","ebhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"an","esū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ar","assā",".n.",".f.$.sg.$.gen.","0.99",],
[,"ar","assā",".n.",".f.$.sg.$.dat.","0.99",],
[,"ar","enā",".n.",".f.$.sg.$.inst.","0.99",],
[,"ar","amhī",".n.",".f.$.sg.$.loc.","0.99",],
[,"ar","ehī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ar","āhī",".n.",".f.$.pl.$.inst.","0.99",],
[,"ar","ehī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ar","āhī",".n.",".f.$.pl.$.abl.","0.99",],
[,"ar","esū",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","āsū",".n.",".f.$.pl.$.loc.","0.99",],
[,"ar","assā",".n.",".nt.$.sg.$.gen.","0.99",],
[,"ar","assā",".n.",".nt.$.sg.$.dat.","0.99",],
[,"ar","enā",".n.",".nt.$.sg.$.inst.","0.99",],
[,"ar","amhī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"ar","ehī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"ar","āhī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"ar","ehī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"ar","āhī",".n.",".nt.$.pl.$.abl.","0.99",],
[,"ar","esū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"ar","āsū",".n.",".nt.$.pl.$.loc.","0.99",],
[,"a","asī",".n.",".m.$.sg.$.loc.","0.99",],
[,"a","asī",".n.",".nt.$.sg.$.loc.","0.99",],
[,"i","ihī",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","ibhī",".n.",".m.$.pl.$.inst.","0.99",],
[,"i","ihī",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","ibhī",".n.",".m.$.pl.$.abl.","0.99",],
[,"i","isū",".n.",".m.$.pl.$.loc.","0.99",],
[,"i","ihī",".n.",".nt.$.pl.$.inst.","0.99",],
[,"i","ibhī",".n.",".nt.$.pl.$.inst.","0.99",],
